Index,Type,Title,Director,Cast,Country,Release Date,Year,Rating,Duration,Genre,Description
886,TV Show,"Love, Death & Robots",nan,"Topher Grace, Mary Elizabeth Winstead, Gary Cole, Samira Wiley, Daisuke Tsuji, Maurice LaMarche, Rebecca Riedy, Helen Sadler, Hayley McLaughlin, Time Winters, Elly Condron, Stefan Kapicic, Bruce Thomas, Jeff Berg, Aaron Himelstein, Carlos Alazraqui, Jill Talley, Brian Bloom, Chris Cox, Michael Benyaer, Fred Tatasciore, Scott Whyte, Josh Brener, Gary Anthony Williams, Chris Parnell, Graham Hamilton, Adam Bartley, Kevin Michael Richardson, Emma Thornett, Henry Douthwaite, Madeleine Knight, Rebecca Banatvala, Kirk Thornton, Yuri Lowenthal, Elaine Tan, Matthew Yang King, Gwendoline Yeo, Neil Kaplan, G.K. Bowes, Courtenay Taylor",United States,2021-05-14,2021.0,TV-MA,2 Seasons,"TV Action & Adventure, TV Horror, TV Sci-Fi & Fantasy","Terrifying creatures, wicked surprises and dark comedy converge in this NSFW anthology of animated stories presented by Tim Miller and David Fincher."
887,TV Show,Move to Heaven,nan,"Lee Je-hoon, Tang Jun-sang, Hong Seung-hee, Ji Jin-hee, Lim Won-hee, Choi Soo-young",South Korea,2021-05-14,2021.0,TV-MA,1 Season,"International TV Shows, TV Dramas","Finding life in all thatâ€™s left behind, a detail-oriented trauma cleaner and his estranged uncle deliver untold stories of the departed to loved ones."
888,Movie,Table Manners,Leli Maki,"Diaan Lawrenson, Renate Stuurman, Neels Van Jaarsveld, Thabo Malema, John Lata, Fiona Ramsey, Jonathan Taylor, Julian Robinson","Canada, South Africa",2021-05-14,2018.0,TV-MA,104 min,"Comedies, Dramas, International Movies","When a housewife's picture-perfect life comes crashing down, she finds solace and hope through cooking, family and love."
889,TV Show,The Mystic River,Uzodinma Okpechi,"Jide Kosoko, Dele Odule, Lota Chukwu, Ben Touitou, Ayo Ewebiyi, Joke Muyiwa, Jude Chukwuka, Tonia Chukwurah, Folarin Agunbiade, Debby Felix, Bunmi Shogade",nan,2021-05-14,2020.0,TV-14,1 Season,"International TV Shows, TV Horror, TV Sci-Fi & Fantasy","As pregnant women vanish in a remote Nigerian village over decades, a doctor with child finds herself extremely close to uncovering dangerous secrets."
890,Movie,The Strange House,Daniel Prochaska,"LeÃ³n Orlandianyi, Benno RoÃŸkopf, Julia Koschitz, Marii Weichsler, Lars Bitterlich, Michael Pink, Inge Maux, Elfriede SchÃ¼sseleder, Michael Somma, Finn Reiter, Markus Stubeier, Luca Streussnig",Austria,2021-05-14,2020.0,TV-MA,100 min,"Horror Movies, International Movies, Thrillers","When a big-city family moves to a remote town, two young brothers and their new friends try to solve the menacing mystery that haunts their home."
891,Movie,The Upshaws - The Afterparty,nan,"David Spade, London Hughes, Fortune Feimster, Wanda Sykes, Mike Epps, Kim Fields",nan,2021-05-14,2021.0,TV-14,32 min,Comedies,"The comedic dream team from ""The Upshaws"" discuss the hit series, share some anecdotes from their own upbringings and play a little swag-centric game."
892,Movie,The Woman in the Window,Joe Wright,"Amy Adams, Gary Oldman, Anthony Mackie, Fred Hechinger, Wyatt Russell, Brian Tyree Henry, Jennifer Jason Leigh, Jeanine Serralles, Mariah Bozeman, Julianne Moore",United States,2021-05-14,2021.0,R,102 min,"Dramas, Thrillers","Confined to her home by agoraphobia, a psychologist becomes obsessed with her new neighbors â€” and solving a brutal crime she witnesses from her window."
893,TV Show,Castlevania,nan,"Richard Armitage, James Callis, Graham McTavish, Alejandra Reynoso, Tony Amendola, Matt Frewer, Emily Swallow",United States,2021-05-13,2021.0,TV-MA,4 Seasons,"Anime Series, TV Horror, TV Thrillers",A vampire hunter fights to save a besieged city from an army of otherworldly beasts controlled by Dracula himself. Inspired by the classic video games.
894,Movie,Layer Cake,Matthew Vaughn,"Daniel Craig, Colm Meaney, Kenneth Cranham, Sienna Miller, Tom Hardy, Michael Gambon, George Harris, Jamie Foreman, Marcel Iures, Ben Whishaw, Tamer Hassan",United Kingdom,2021-05-13,2004.0,R,105 min,"Independent Movies, International Movies, Thrillers","A suave, steely-eyed London cocaine dealer's retirement plans hit a violent snag when his boss asks him to do one more job."
895,Movie,Tottaa Pataaka Item Maal,Aditya Kripalani,"Shalini Vatsa, Chitrangada Chakraborty, Vinay Sharma, Sonal Joshi, Kritika Pande",India,2021-05-13,2018.0,TV-MA,107 min,"Dramas, Independent Movies, International Movies","Exasperated with living in perpetual fear for their safety, four women kidnap a man to show him the realities of being female in Delhi."
896,Movie,Wave of Cinema: Filosofi Kopi,Adriano Rudiman,"Maliq & D'Essentials, Fourtwnty, Gede Robi, Nadin Amizah, Ananda Badudu, Leanna Rachel, Rio Dewanto, Chicco Jerikho",nan,2021-05-13,2020.0,TV-14,64 min,"Documentaries, International Movies, Music & Musicals","In this concert film, artists perform music from the soundtrack of ""Filosofi Kopi,"" which tells the story of coffee and the people who cherish it."
897,Movie,Dance of the Forty One,David Pablos,"Alfonso Herrera, Emiliano Zurita, Mabel Cadena, Fernando Becerril, Paulina Ãlvarez MuÃ±oz","Mexico, Brazil",2021-05-12,2021.0,TV-MA,99 min,"Dramas, Independent Movies, International Movies",A gay congressman marries the Mexican president's daughter but cavorts with a young man at a secret club. And then scandal hits. Based on a true story.
898,Movie,Oxygen,Alexandre Aja,"MÃ©lanie Laurent, Mathieu Amalric, Malik Zidi","France, United States",2021-05-12,2021.0,TV-14,102 min,"Dramas, International Movies, Thrillers","After waking up in a cryogenic unit, Liz fights to survive and remember who she is before her oxygen runs out."
899,TV Show,The Upshaws,nan,"Mike Epps, Wanda Sykes, Kim Fields, Page Kennedy, Diamond Lyons, Khali Daniya-Renee Spraggins, Jermelle Simon, Gabrielle Dennis, Journey Christine",United States,2021-05-12,2021.0,TV-14,1 Season,TV Comedies,A working-class Black family in Indiana strives for a better life and a happy home while juggling everyday struggles in this comedy series.
900,TV Show,Use For My Talent,Cai Cong,"Shen Yue, Jasper Liu, Dai Yunfan, Yan An, Su Mengdi, Huang Sirui, Charles Lin, Tan Quan, Xiao Ran",nan,2021-05-12,2021.0,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When the germophobic owner of a cleaning company encounters a slovenly employee, a romance blossoms as they help one another heal from their pasts."
901,Movie,Dear Affy,Samuel Olatunji,"Kehinde Bankole, Enyinna Nwigwe, Williams Uchemba, Toyin Abraham, Bimbo Ademoye, Timini Egbuson, Uzor Arukwe, Bimbo Akintola, Faithia Williams, Odunlade Adekola, Teni Entertainer, Bianca Ugo",nan,2021-05-11,2020.0,TV-14,126 min,"Comedies, Dramas, International Movies",An engaged couple hit a number of speed bumps on their road to matrimony including major career complications and questions of fidelity.
902,Movie,Illegal Woman,Ramon TÃ©rmens,"Daniel Faraldo, Isak FÃ©rriz, Yolanda Sey, Raquel CamÃ³n, Adeline Flaun, Klaudia DudovÃ¡, Boris Ruiz, Ã€ngels Bassas, Ahmad Alhamsho, Abdel Aziz El Mountassir",Spain,2021-05-11,2020.0,TV-MA,119 min,"Dramas, International Movies",An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.
903,TV Show,"Money, Explained",nan,nan,United States,2021-05-11,2021.0,TV-14,1 Season,Docuseries,"We spend it, borrow it and save it. Now let's talk about money and its many minefields, from credit cards to casinos, scammers to student loans."
904,Movie,Deadly Switch,Svetlana Cvetko,"Teri Polo, Dylan Walsh, Danika Yarosh, Hayley McLaughlin, Bryce Durfee, Matt Passmore, Heather Mazur, Ashlyn Pearce",United States,2021-05-10,2019.0,TV-PG,86 min,"Independent Movies, Thrillers","In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back."
905,TV Show,Mine,nan,"Lee Bo-young, Kim Seo-hyung, Lee Hyun-wook, Ok Ja-yeon, Cha Hak-yeon, Jeong E-suh, Park Hyuk-kwon, Park Won-sook",South Korea,2021-05-09,2021.0,TV-14,1 Season,"International TV Shows, TV Dramas","Encaged in a gold-clad life of secrets and lies, two women in a conglomerate family seek to topple all that stands in their way of finding true joy."
906,Movie,Nayattu,Martin Prakkat,"Kunchacko Boban, Joju George, Nimisha Sajayan, Jaffer Idukki, Yama Gilgamesh, Anil Nedumangad, Dineesh P, Vinod Sagar",India,2021-05-09,2021.0,TV-MA,122 min,"Dramas, International Movies, Thrillers",Three police officers become pawns for unscrupulous lawmakers when they are framed in an incident amid political elections and must flee to evade arrest.
907,Movie,Sleepless,Baran bo Odar,"Jamie Foxx, Michelle Monaghan, Scoot McNairy, Dermot Mulroney, T.I., David Harbour, Gabrielle Union, Octavius J. Johnson, Tim Connolly, Drew Sheer",United States,2021-05-08,2017.0,R,95 min,Action & Adventure,"A Las Vegas cop attempts to rob a drug shipment from a casino kingpin, but the heist goes horribly wrong, leading to the kidnapping of his son."
908,Movie,Super Me,Zhang Chong,"Darren Wang, Song Jia, Cao Bingkun, Wu Gang, Chin Shih-chieh, Wang Ziyi, Kevin Lee",China,2021-05-08,2021.0,TV-14,104 min,"Action & Adventure, Dramas, International Movies",A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world â€” but his new life soon unravels.
909,Movie,Have You Ever Seen Fireflies? - Theatre Play,YÄ±lmaz ErdoÄŸan,"Demet AkbaÄŸ, Zerrin SÃ¼mer, Sinan Bengier, Salih Kalyon, Bican GÃ¼nalan, Åžebnem SÃ¶nmez, Binnur Kaya, Serhat Ã–zcan",Turkey,2021-05-07,1999.0,TV-MA,118 min,"Dramas, International Movies",YÄ±lmaz ErdoÄŸan's lauded stage play traces the life of wunderkind GÃ¼lseren as she navigates social and political change.
910,Movie,In Our Mothers' Gardens,Shantrelle P. Lewis,nan,United States,2021-05-07,2020.0,TV-MA,85 min,Documentaries,An unplanned pregnancy upends the carefree lives of a young woman and her flatmate as they discover the struggles of single motherhood.
911,TV Show,Jupiter's Legacy,nan,"Josh Duhamel, Ben Daniels, Leslie Bibb, Andrew Horton, Elena Kampouris, Matt Lanter, Mike Wade, Tenika Davis, Ian Quinlan, David Julian Hirsh, Tyler Mane",United States,2021-05-07,2021.0,TV-MA,1 Season,"TV Action & Adventure, TV Sci-Fi & Fantasy","They're the first generation of superheroes. But as they pass the torch to their children, tensions are rising â€” and the old rules no longer apply."
912,Movie,Milestone,Ivan Ayr,"Suvinder Vicky, Lakshvir Saran, Mohinder Gujral, Gurinder Makna, Daljeet Singh, Akhilesh Kumar, Gaurika Bhatt, Arun Aseng",India,2021-05-07,2021.0,TV-14,98 min,"Dramas, Independent Movies, International Movies","Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern."
913,Movie,Monster,Anthony Mandler,"Kelvin Harrison Jr., Jennifer Hudson, Jeffrey Wright, Jennifer Ehle, Tim Blake Nelson, Nasir 'Nas' Jones, Rakim Mayers, Paul Ben-Victor, John David Washington, Jharrel Jerome, Dorian Missick",United States,2021-05-07,2021.0,TV-MA,99 min,Dramas,A talented teen implicated in a robbery-turned-murder fights for his innocence and integrity against a criminal justice system thatâ€™s already judged him.
914,TV Show,Sab Jholmaal Hai,Vijay Roche,nan,India,2021-05-07,2017.0,TV-Y7,2 Seasons,"Kids' TV, TV Comedies","In this madcap comedy, two mischievous cats, a talking parrot and a high-strung dog keep getting into trouble while their human is away."
915,Movie,The Circle - The Afterparty,nan,"David Spade, London Hughes, Fortune Feimster",nan,2021-05-07,2021.0,TV-14,35 min,Comedies,"Stars of ""The Circle"" drop by to discuss Season 2's big winner, some juicy behind-the-scenes gossip and their enduring friendships with one another."
916,Movie,Time to Dance,Stanley Menino D'Costa,"Sooraj Pancholi, Isabelle Kaif, Rajpal Yadav, Waluscha D'Souza, Natasha Powell, Martin Rycroft, Amrit Maghera, Saqib Saleem",India,2021-05-07,2020.0,TV-PG,107 min,"Dramas, International Movies, Romantic Movies","When a ballroom dancerâ€™s shot at a crucial tournament is jeopardized, a street dancer must face his own painful past and step up as her new partner."
917,Movie,Unrest,Jennifer Brea,"Jennifer Brea, Omar Wasow, Jessica Taylor-Bearman","United Kingdom, United States",2021-05-07,2017.0,TV-MA,97 min,Documentaries,"In this heart-wrenching documentary, a 28-year-old Ph.D. student turns the camera on herself to capture her struggles with chronic fatigue syndrome."
918,Movie,And Tomorrow the Entire World,Julia von Heinz,"Mala Emde, Noah Saavedra, Tonio Schneider, Luisa-CÃ©line Gaffron, Andreas Lust, Nadine Sauter, Ivy Lissack, Hussein Eliraqui, Victoria Trauttmansdorff, Michael Wittenborn","Germany, France",2021-05-06,2020.0,TV-MA,112 min,"Dramas, International Movies, Thrillers",A law student joins an anti-fascist group and finds herself sucked into increasingly dangerous situations and drawn more and more to violence.
919,Movie,Dead Man Down,Niels Arden Oplev,"Colin Farrell, Noomi Rapace, Terrence Howard, Dominic Cooper, Isabelle Huppert, Luis Da Silva Jr., Armand Assante, F. Murray Abraham",United States,2021-05-06,2013.0,R,118 min,Action & Adventure,An enforcer plotting revenge against the ruthless criminal he works for is blackmailed by a mysterious neighbor looking to exact vengeance of her own.
920,Movie,Framing John DeLorean,"Don Argott, Sheena M. Joyce","Alec Baldwin, Josh Charles, Morena Baccarin, Dean Winters, Michael Rispoli, Dana Ashbrook, Jason Jones, Josh Cooke, Sean Cullen, William Hill",United States,2021-05-05,2019.0,TV-MA,109 min,"Documentaries, Dramas","From his rise in the auto industry to his fall from grace, John DeLorean's legacy of power, fast cars and drugs comes to life in this documentary."
921,TV Show,Lava Ka Dhaava,nan,"Jaaved Jaaferi, Rutledge Wood",India,2021-05-05,2021.0,TV-PG,1 Season,Reality TV,Actor Jaaved Jaafferi brings his signature humor to this Hindi dubbing of the show where teams creatively navigate rooms flooded with make-believe lava.
922,TV Show,The Sons of Sam: A Descent into Darkness,Joshua Zeman,nan,United States,2021-05-05,2021.0,TV-MA,1 Season,"Crime TV Shows, Docuseries","The Son of Sam case grew into a lifelong obsession for journalist Maury Terry, who became convinced that the murders were linked to a satanic cult."
923,TV Show,Selena: The Series,nan,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez, Seidy Lopez, Hunter Reese PeÃ±a, Julio Macias, Carlos Alfredo Jr., Jesse Posey, Madison Taylor Baez, Juan Martinez, Daniela Estrada, Paul Rodriguez Jr.","Mexico, United States",2021-05-04,2020.0,TV-PG,2 Seasons,TV Dramas,Iconic Mexican-American performer Selena rises to fame as she and her family make sacrifices in order to achieve their lifelong dreams.
924,TV Show,StartUp,nan,"Adam Brody, Edi Gathegi, Otmara Marrero, Martin Freeman, Ron Perlman, Addison Timlin, Mira Sorvino",United States,2021-05-04,2018.0,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas",An attempt to launder stolen money finances a cryptocurrency that puts entrepreneurs in business with a corrupt FBI agent and a Miami gang.
925,Movie,The Clovehitch Killer,Duncan Skiles,"Dylan McDermott, Charlie Plummer, Samantha Mathis, Madisen Beaty, Brenna Sherman, Lance Chantiles-Wertz, Emma Jones, Jonathan Riggs",United States,2021-05-04,2018.0,TV-MA,109 min,"Dramas, Independent Movies, Thrillers",A teenager's picture-perfect family is torn apart when he uncovers unnerving evidence of a serial killer close to home.
926,TV Show,Trash Truck,nan,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, Olive Keane",nan,2021-05-04,2021.0,TV-Y,2 Seasons,Kids' TV,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends."
927,Movie,Aliens Stole My Body,Sean McNamara,"Jayden Greig, Lauren McNamara, Dan Payne, Alex Zahara, Sean Quan, Kirsten Robek, Ty Consiglio, Christian Convery, Sandy Robson, Christina Meredith Lewall, George Takei",United States,2021-05-01,2020.0,PG,88 min,"Children & Family Movies, Comedies",The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.
928,TV Show,Angelina Ballerina,nan,nan,nan,2021-05-01,2010.0,TV-Y,2 Seasons,"British TV Shows, Kids' TV","Angelina is crazy about ballet dancing, even though she's a young mouse, and studies hard with a famous teacher to become a prima ballerina."
929,Movie,Au coeur des gangs,Vondie Curtis-Hall,"Tyrese Gibson, Meagan Good, Larenz Tate, Henry Hunter Hall, Kimora Lee Simmons, Game",United States,2021-05-01,2006.0,R,97 min,"Action & Adventure, Dramas","In Los Angeles, recently paroled O2 teams up with a street-smart hustler when a gang hijacks his car and holds his son for ransom."
930,TV Show,Barney and Friends,nan,"Bob West, Julie Johnson, David Joyner, Jeff Ayers, Dean Wendt, Carey Stinson, Patty Wirtz, Emilio Mazur",nan,2021-05-01,2010.0,TV-Y,2 Seasons,Kids' TV,"Barney the purple dinosaur, Baby Bop and B.J. are still bringing smiles to kids' faces with their nonstop adventures, stories, games and guests."
931,Movie,Best of the Best,Robert Radler,"Eric Roberts, James Earl Jones, Sally Kirkland, Chris Penn, Phillip Rhee, John P. Ryan, John Dye, Louise Fletcher",United States,2021-05-01,1989.0,PG-13,97 min,"Action & Adventure, Sports Movies",Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.
932,Movie,Dead Again in Tombstone,Roel ReinÃ©,"Danny Trejo, Jake Busey, Elysia Rotaru, Dean McDermott, Elizabeth Lavender, Peter Skagen",nan,2021-05-01,2017.0,R,99 min,"Action & Adventure, Horror Movies","At the devil's bidding, a deceased outlaw returns to life bent on protecting an ancient relic from a group of soldiers â€” and raising all kinds of hell."
933,Movie,Due Date,Todd Phillips,"Robert Downey Jr., Zach Galifianakis, Michelle Monaghan, Jamie Foxx, Juliette Lewis, Danny McBride, RZA, Matt Walsh",United States,2021-05-01,2010.0,R,95 min,"Action & Adventure, Comedies","Days before his pregnant wife's due date, Peter lands on the ""no-fly"" list, forcing him to drive across the country with an irritating slacker."
934,Movie,Fun with Dick & Jane,Dean Parisot,"Jim Carrey, TÃ©a Leoni, Alec Baldwin, Richard Jenkins, Angie Harmon, John Michael Higgins, Richard Burgi, Carlos Jacott, Aaron Michael Drozin, Gloria Garayua",United States,2021-05-01,2005.0,PG-13,91 min,Comedies,"After losing their high-paying corporate jobs, an upwardly mobile couple turns to robbing banks to maintain their standard of living."
935,Movie,Green Zone,Paul Greengrass,"Matt Damon, Greg Kinnear, Brendan Gleeson, Amy Ryan, Khalid Abdalla, Jason Isaacs, Said Faraj, Michael O'Neill, Igal Naor, Raad Rawi","United Kingdom, France, Spain, United States",2021-05-01,2010.0,R,115 min,Action & Adventure,"A US Army officer uncovers a conspiracy about weapons of mass destruction in Iraq, launching a crusade that creates enemies within his own military."
936,Movie,Hachi: A Dog's Tale,Lasse HallstrÃ¶m,"Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa, Sarah Roemer, Jason Alexander, Erick Avari, Davenia McFadden, Robbie Sublett, Kevin DeCoste, Rob Degnan","United Kingdom, United States",2021-05-01,2009.0,G,93 min,"Children & Family Movies, Dramas","When his master dies, a loyal pooch named Hachiko keeps a vigil for more than a decade at the train station where he once greeted his owner every day."
937,Movie,JT LeRoy,Justin Kelly,"Kristen Stewart, Laura Dern, Jim Sturgess, Diane Kruger, Kelvin Harrison Jr., James Jagger, Courtney Love, David Brown","United Kingdom, Canada, United States",2021-05-01,2018.0,R,109 min,"Dramas, Independent Movies","In an elaborate hoax, a young woman pretends to be the acclaimed writer JT LeRoy, a fictional persona invented by her writer sister-in-law."
938,Movie,Madagascar 3: Europe's Most Wanted,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Frances McDormand, Jessica Chastain, Bryan Cranston, Martin Short",United States,2021-05-01,2012.0,PG,96 min,"Children & Family Movies, Comedies","Next stop: New York! But to get back home, Alex and friends must hitch a ride with a traveling European circus and evade an evil animal-control officer."
939,Movie,Motu Patlu in Dragon's World,Suhas Kadav,Saurav Chakrabarty,nan,2021-05-01,2017.0,TV-Y7,78 min,"Children & Family Movies, Comedies","A trip to a magical land of dragons turns action-packed when Motu, Patlu and friends must help protect the kingdom from an evil neighbor."
940,Movie,Motu Patlu in the Game of Zones,Suhas Kadav,Saurav Chakraborty,nan,2021-05-01,2019.0,TV-Y7,87 min,"Children & Family Movies, Comedies, Music & Musicals","A board game becomes all too real for buddies Motu and Patlu when they get transported into its world of monsters, magic and mayhem."
941,Movie,Motu Patlu in Wonderland,Suhas Kadav,"Saurav Chakraborty, Omi Sharma, Sankalp, Brian D Costa, Renu Sharda, Chinmey Sharma, Anamay Verma, Parminder Ghumman, Shailendra Pandey, Ravi Rajesh",nan,2021-05-01,2013.0,TV-Y7,76 min,"Children & Family Movies, Music & Musicals","When pals Motu and Patlu take a ride in their scientist friendâ€™s newly built plane, a crash-landing on a strange island leads to action and adventure."
942,Movie,Motu Patlu: Deep Sea Adventure,Suhas Kadav,"Saurav Chakraborty, Vinod Kulkarni, Mayur Vyas, Dilip Sinha, Sunita Sharma",nan,2021-05-01,2014.0,TV-Y7,76 min,"Children & Family Movies, Comedies",Friends Motu and Patlu get more maritime excitement than anticipated when the sinking of their ship sends them on a journey through the ocean floor!
943,Movie,Motu Patlu: Mission Moon,Suhas Kadav,"Saurav Chakraborty, Omee, Sankalp, Rajesh, Vinod Kulkarni, Roopa Bhimani, Khushboo Atre, Shailendra Pandey, Shrikant Naidu, Khusboo, Nandkishore, Brian Dcosta",nan,2021-05-01,2013.0,TV-Y7,71 min,"Children & Family Movies, Comedies",An otherworldly enemy has been turning the moonâ€™s soil into gold for his own greedy interests! Can friends Motu and Patlu stop him?
944,Movie,Mystic River,Clint Eastwood,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark","United States, Australia",2021-05-01,2003.0,R,138 min,"Dramas, Thrillers","Haunted by a monstrous crime, three childhood friends in Boston cross paths again decades later in connection with a murder investigation."
945,Movie,Never Back Down,Jeff Wadlow,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters, Leslie Hope, Djimon Hounsou, Wyatt Smith, Affion Crockett, Neil Brown Jr., Lauren Leech, Tilky Jones, Steven Crowley, Tom Nowicki",United States,2021-05-01,2008.0,PG-13,113 min,"Action & Adventure, Dramas, Sports Movies","When a quick-tempered teen moves to a new town and faces the challenges of attending a new high school, he seeks solace in an underground fight club."
946,Movie,S.M.A.R.T Chase,Charles Martin,"Orlando Bloom, Leo Wu, Simon Yam, Hannah Quinlivan",China,2021-05-01,2018.0,TV-MA,94 min,Action & Adventure,A disgraced security agent who specializes in transporting valuable objects gets a shot at redemption when he's hired to safeguard a precious antique.
947,Movie,Sitting in Limbo,Stella Corradi,"Patrick Robinson, Nadine Marshall, Pippa Bennett-Warner, CJ Beckford",United Kingdom,2021-05-01,2020.0,TV-MA,89 min,"Dramas, International Movies","After living 50 years in the UK, Anthony Bryan is wrongfully detained by the government and threatened with deportation. Based on true events."
948,Movie,Stargate,Roland Emmerich,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors, Alexis Cruz, Mili Avital, Leon Rippy, John Diehl, Carlos Lauchu, Djimon Hounsou","United States, France",2021-05-01,1994.0,PG-13,121 min,"Action & Adventure, Sci-Fi & Fantasy",An Egyptologist joins a mission into the unknown when he helps the military unlock the mystery of a stone archway that's a portal to another universe.
949,Movie,State of Play,Kevin Macdonald,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren, Robin Wright, Jason Bateman, Jeff Daniels, Michael Berresse, Harry Lennix","United States, United Kingdom, France",2021-05-01,2009.0,PG-13,127 min,"Dramas, Thrillers",A veteran journalist teams up with a young reporter to untangle a web of lies surrounding the suspicious death of a woman tied to a powerful politician.
950,Movie,Swiped,Ann Deborah Fishman,"Kendall Ryan Sanders, Noah Centineo, Nathan Gamble, Kristen Johnston, Leigh-Allyn Baker, Christian Hutcherson, Shelby Wulfert, Steve Daron, Kalani Hilliker, Maddy Curley, George Hamilton",United States,2021-05-01,2018.0,TV-14,94 min,Comedies,"When two college roommates develop a discreet hookup app, casual affairs â€“ and complications â€“ soon run rampant on campus."
951,Movie,The Darkest Hour,Chris Gorak,"Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor, Joel Kinnaman, Veronika Vernadskaya, Dato Bakhtadze, Yuriy Kutsenko","United States, Russia",2021-05-01,2011.0,PG-13,89 min,"Action & Adventure, Sci-Fi & Fantasy",Young Americans visit Moscow when the city is turned upside down by an alien invasion and band together with the locals to fight back.
952,Movie,The Lovely Bones,Peter Jackson,"Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci, Michael Imperioli, Saoirse Ronan, Rose McIver, Christian Thomas Ashdale, Reece Ritchie, Carolyn Dando","United States, United Kingdom, New Zealand",2021-05-01,2009.0,PG-13,136 min,"Dramas, International Movies, Sci-Fi & Fantasy","In the aftermath of her murder, 14-year-old Susie watches from beyond as her loved ones mourn and search for her killer who is hiding in plain sight."
953,Movie,The Sweetest Thing,Roger Kumble,"Cameron Diaz, Christina Applegate, Selma Blair, Thomas Jane, Jason Bateman, Parker Posey, Frank Grillo, Eddie McClintock, Lillian Adams, Johnny Messner",United States,2021-05-01,2002.0,R,89 min,"Comedies, Romantic Movies","After meeting her potential soul mate, a commitment-averse young woman hits the road with her best friend on a wild, raunchy misadventure to find him."
954,Movie,The Whole Nine Yards,Jonathan Lynn,"Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan, Natasha Henstridge, Amanda Peet, Kevin Pollak, Harland Williams, Carmen Ferland, Serge Christianssens",United States,2021-05-01,2000.0,R,99 min,"Action & Adventure, Comedies",An unhappily married dentist becomes mixed up with mobsters and murder plots when he discovers that a notorious hit man has moved in next door.
955,Movie,The Whole Truth,Courtney Hunt,"Keanu Reeves, RenÃ©e Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry",United States,2021-05-01,2016.0,R,93 min,"Dramas, Thrillers","Trying to earn an acquittal for a teen client accused of murdering his wealthy father, a defense attorney uncovers disturbing facts about the victim."
956,Movie,The Yeti Adventures,"Pierre Greco, Nancy Florence Savard","Rachelle Lefevre, Noel Fisher, Colm Feore, Julian Stamboulieh, Jesse Camacho, Bronwen Mantel, Arthur Holden",Canada,2021-05-01,2018.0,TV-PG,85 min,"Children & Family Movies, Comedies",An explorer and a detective set off for the snow-capped Himalayas to try to prove the existence of the mystical Yeti in this animated adventure.
957,Movie,Under Siege,Andrew Davis,"Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak, Colm Meaney, Damian Chapa, Andy Romano, Patrick O'Neal, Nick Mancuso, Troy Evans","France, United States",2021-05-01,1992.0,R,102 min,Action & Adventure,A disgruntled former CIA operative and his group of terrorists commandeer a nuclear battleship. Standing in their way is one tough cook.
958,Movie,Zack and Miri Make a Porno,Kevin Smith,"Seth Rogen, Elizabeth Banks, Craig Robinson, Jason Mewes, Jeff Anderson, Traci Lords, Katie Morgan, Ricky Mabe, Justin Long, Brandon Routh, Tyler Labine, Tom Savini, Tisha Campbell-Martin, Jennifer Schwalbach, Gerry Bednob",United States,2021-05-01,2008.0,R,101 min,"Comedies, Independent Movies, Romantic Movies",Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.
959,TV Show,Pet Stars,nan,nan,nan,2021-04-30,2021.0,TV-PG,1 Season,Reality TV,Follow talent management company Pets on Q as they work with the biggest animal influencers on social media in this reality series.
